Gene	EntrezId	AFR	AMR	ASJ	EAS	FIN	NFE	SAS	Mean
A1BG	1	0.06138121172785759	0.03430903375148773	0.17371710564009846	0.027810444915667178	0.18282012885902077	0.10739828727615532	0.14896396633936093	0.105200
A1BG-AS1	503538	3.1228947918862107E-4	6.016847211867571E-5	0.0	6.16522803902626E-4	0.0	4.527491983026266E-5	3.825261956080794E-5	0.000153
A1CF	29974	0.11133950151968747	0.034374240024480966	0.005240209549665451	0.010381247592158615	0.003197152679786086	0.014826698738033883	0.01024471377255395	0.027086
A2M	2	0.573367717959918	0.66625165367499	0.45303079755976794	0.14080325410701333	0.5396271940460429	0.5416884622711222	0.39816542776999997	0.473276
A2M-AS1	144571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
A2ML1	144568	2.139169178423472	1.9790771702327765	1.9359447228349744	1.8292337082512677	1.9349194428836927	1.9675635994458571	1.791735885271337	1.939663
A3GALT2	127550	0.0280565348174423	0.010046973119024187	0.010923985540866852	0.004333180682733655	0.011279653422534466	0.025245737165096215	0.009773892466910183	0.014237
A4GALT	53947	0.023729159589856864	0.003717668051831424	3.0624976381659507E-4	0.009743140917271376	0.0010500354832038282	0.0033055788464844225	0.003844157955609262	0.006528
A4GNT	51146	0.02854407936800271	0.008878425953444093	0.0022546024434268474	0.0027627362636849285	0.010645049717277288	0.008804080417612568	0.03704114051302895	0.014133
AAAS	8086	0.13165659380611033	0.019850465338677167	0.021547329649329185	0.013683945485390724	0.009467813200317324	0.008019885155954398	0.006212299896869809	0.030063
AACS	65985	0.10781707321293652	0.01873179609887302	0.0337599041685462	0.016350671970285474	0.0035108202416449783	0.008018483853666112	0.01402959314873442	0.028888
AADAC	13	0.7665525711188093	0.762963503303472	0.8166717933490872	0.5983962164726109	0.6700830219918862	0.7940304128854768	0.7871010374417529	0.742257
AADACL2	344752	0.01807729960884899	0.0032828465453349056	0.027524797283113002	0.009464070997200907	0.001678700433112681	0.0029327658505644647	0.00801801895024255	0.010140
AADACL2-AS1	101928142	0.0	0.0	0.0	6.16522803902626E-4	0.0	0.0	0	0.000088
AADACL3	126767	0.17433949280064553	0.04510587771655992	0.07949454311281443	0.07323474834673106	0.08123278911225498	0.07389582058938686	0.057002739838790145	0.083472
AADACL4	343066	0.009159423061646521	0.013501526401378215	0.025905059222131967	0.01567175176460296	0.018856092616915704	0.012493172860704362	0.008644811895210295	0.014890
AADAT	51166	0.006116630407050252	0.00834402201231569	0.0025481712445616722	0.009205121430568397	0.009153245445340873	0.012749988759751432	0.005511428711470217	0.007661
AAGAB	79719	0.006380160357803106	0.0055692858365364376	0.01670807784423232	0.0053721979865804315	0.007028936548158527	0.011463743651402182	0.006499236284289509	0.008432
AAK1	22848	0.33130273283924905	0.5431721238628962	0.38124459782615305	0.5656825505383313	0.4482565318094566	0.4593211419368163	0.35842468436108904	0.441058
AAMDC	28971	1.0574282687623053	0.9289804298919626	0.8426093025878072	0.9138755770260468	1.004603686868213	0.8133120417030295	0.6773702519270591	0.891169
AAMP	14	0.0999720994848758	0.18619990342995152	0.014916361942887306	0.12422980152536184	0.03745463321916759	0.039329402783187105	0.03652536304201931	0.076947
AANAT	15	0.01551599700935185	0.0038325313036330043	0.004545739218592644	0.004476547171361744	8.764869067817927E-4	0.0029550788743654267	0.007100568653549999	0.005615
AAR2	25980	0.01997894914355129	0.01260551278013736	0.02861114322207868	0.0160444518039003	0.03518012753222138	0.01874801354832016	0.018229413831140847	0.021343
AARD	441376	0.1559991542669013	0.03804941748967394	0.07140293955802918	0.0822710424894467	0.10164222958497703	0.09296791903965641	0.03140558566199616	0.081963
AARS	16	0.29021443298086524	0.047864711922593416	0.08327935683541	0.015179794766008853	0.01689491140190512	0.05291449818236288	0.029559051773976535	0.076558
AARS2	57505	0.2841086438205093	0.04987399760866538	0.02503521122969687	0.03345333176199347	0.08022810254711658	0.06277161110017915	0.032544970547314735	0.081145
AARSD1	80755	0.013051866926252842	0.001751087224110961	0.00327170517295599	1.1595547199249268E-4	8.730857819318771E-4	0.004389207085478119	0.0075133533007465305	0.004424
AASDH	132949	0.351785182422027	0.5286865657404997	0.11835136909969152	0.4309812788665295	0.21857613547705113	0.1968646485649515	0.3290579204983078	0.310615
AASDHPPT	60496	0.0026004042755812407	0.004001305722631514	0.008531305510550737	0.005132849426008761	0.0010568081075325608	0.002337178144371137	0.002473538899794221	0.003733
AASS	10157	0.024257375090382994	0.007576756558846682	0.012356479493901134	0.027959853461943567	0.017431018822826445	0.019328610885422676	0.010445050175767391	0.017051
AATBC	284837	0.0	0.0	0.0	0.0	0.0	2.668360760435462E-4	0	0.000038
AATF	26574	0.050269529386423525	0.0710782727203332	0.009608314707875251	0.025166590455919503	0.017510456056334077	0.005853718152502551	0.021999587011523544	0.028784
AATK	9625	1.0896179131045938	0.9865328428754583	0.8042451552394777	0.7114711678493768	0.6412500875256956	0.7774005696323002	0.87758463709848	0.841157
ABAT	18	0.07765034096781165	0.006763178966939449	0.004690913055092096	0.011808886481449008	0.005194188132882118	0.007842601014417597	0.011647178241983056	0.017942
ABCA1	19	1.0625094712292775	1.0957273379620165	0.959268229920417	1.408488749479875	0.8759314404195174	0.8414202557783574	0.7697206208971329	1.001867
ABCA10	10349	1.9697364234458654	1.318918959463481	0.8996172270178795	0.8514629583200439	1.1166773171676323	1.0194733833201461	0.3481994394818321	1.074869
ABCA11P	79963	2.86191888153553E-4	6.069552199915051E-4	1.2820512987673282E-4	0.0028063215967267753	3.786510229110718E-4	0.0019512882310664282	6.283313129097223E-4	0.000969
ABCA12	26154	2.2866060508042576	1.545622819934506	1.1515344912279397	1.2281200105696917	1.0628396514011547	1.209936705446453	1.2816348093701526	1.395185
ABCA13	154664	2.7478894024109466	2.454514582960401	2.058116734735668	2.64720207944978	2.114508701451123	2.1793267670297065	1.9410815548105165	2.306091
ABCA2	20	0.11617327699437738	0.10981695093913003	0.16637469820678233	0.07018792645074427	0.09196893982589245	0.11127009432471822	0.12995432052994146	0.113678
ABCA3	21	0.05539070362225175	0.026953858649358155	0.04746050757355988	0.02824248750694096	0.034694817047566176	0.037045839148340746	0.03600275447592139	0.037970
ABCA4	24	0.8636627223761753	0.23414645703742282	0.2522354083601385	0.23568953241221607	0.2129102143784985	0.2668242903589271	0.17253044275101273	0.319714
ABCA5	23461	0.14317275722045453	0.06304724117042497	0.027175470311194657	0.05094147491734475	0.054307194207794965	0.03780568136251532	0.031126912457402796	0.058225
ABCA6	23460	0.4621036068489775	0.9189218332921155	0.641717067938298	0.5331790756992996	0.7227014531288296	0.7514752604172099	0.6955621664784849	0.675094
ABCA7	10347	0.6343725830549374	0.23430310553638264	0.1421130695939064	0.665577310686931	0.1638363977568224	0.15194520410557744	0.2360830671619624	0.318319
ABCA8	10351	0.6210602554539219	0.22438227778067812	0.18605535647831858	0.3710145624587312	0.19010248319711537	0.16906662456924096	0.19088718976126984	0.278938
ABCA9	10350	0.30915679956786335	0.7172128845471889	0.6909636281523853	0.32593806854914875	0.7304911302309484	0.7279752539627953	0.6693855748674832	0.595875
ABCB1	5243	0.14225634410977364	0.10752181283663959	0.05807097120210528	0.15128211703617125	0.10791046526283025	0.05168907043815125	0.07005277208983898	0.098398
ABCB10	23456	0.13337546627037228	0.05928232029313221	0.067435791073367	0.017158150817267598	0.05792486501857638	0.052071028290665705	0.026546115262899548	0.059113
ABCB11	8647	0.17880862569902092	0.07073407953372225	0.06643005019053817	0.10163171546533704	0.08773267165292055	0.074408165513305	0.14650074446573855	0.103749
ABCB4	5244	0.1963940896652639	0.03139061013702303	0.02364776223897934	0.0136251478549093	0.10292896930128335	0.05688720307138283	0.031205614472273737	0.065154
ABCB5	340273	1.6880157374870033	1.7610284604434856	1.6940724483132363	2.220980853121728	1.8170716757001355	1.6468921076040715	1.6864449535030872	1.787787
ABCB6	10058	0.2487076591933146	0.23230339859379456	0.1648222588095814	0.07133901353459805	0.05625143580604344	0.13526300747762435	0.20558215474244207	0.159181
ABCB8	11194	0.5145744419796392	0.36569239674368875	0.5502734495420009	0.4608012844296172	0.4466676838323474	0.5608566291083116	0.5320236607315019	0.490127
ABCB9	23457	0.0164764070417732	0.012271060750354081	0.010538516119122505	0.03637108116410673	0.004142575184814632	0.01112578341329936	0.008899925642181188	0.014261
ABCC1	4363	1.232320570391603	0.5750516316597349	0.6693791929539293	0.7957370579754933	0.7827429448440671	0.6346404369152151	0.25481613809708503	0.706384
ABCC10	89845	0.08158797641284764	0.023295202234294266	0.0458607585914433	0.030127328066155316	0.04218775723595172	0.03520180420600809	0.03412045266246423	0.041769
ABCC11	85320	0.5264136731298641	0.37414477582322436	0.46652849864214657	0.9491351904859766	0.5437859589746222	0.44862927188514734	0.5648411433142609	0.553354
ABCC12	94160	1.1319296297756956	0.6185891168797388	0.840207194518298	0.9412611538544298	0.8896092884382233	0.8535796289244899	0.8935013040038757	0.881240
ABCC2	1244	0.45844878977164627	0.20840859963325783	0.2627022654842585	0.1291028982261196	0.26535460668615996	0.26456103957549204	0.3425136880693026	0.275870
ABCC3	8714	0.20504328726790846	0.0725233663362451	0.10728546171449124	0.034837694205343724	0.06139907200820744	0.10817754888092168	0.04063123016851023	0.089985
ABCC4	10257	0.23321963059250264	0.25553740476258097	0.23631699422374366	0.3298946982063353	0.13596384695265443	0.14048043051559944	0.27773685739841314	0.229879
ABCC5	10057	0.027824176475405693	0.019086025930009784	0.0128132535982877	0.019678048714995386	0.015987396906130016	0.018917584104347043	0.02707360975444317	0.020197
ABCC5-AS1	100873982	8.016490936279297E-4	0	0	0	0	0	0	0.000115
ABCC6	368	0.2795532606029883	0.05883634494850412	0.06520516767166555	0.0639305884996429	0.08925090039148927	0.07396249858487863	0.07196961991488933	0.100387
ABCC8	6833	0.15337775172665716	0.2871547571057454	0.25207827634178104	0.22292124058119953	0.22729120681993664	0.2500867825909518	0.09148470993619412	0.212056
ABCC9	10060	0.10109616054687649	0.02110884989844635	0.025545294219627975	0.018772701011039318	0.009757896745577454	0.021734483510954306	0.01582612903555855	0.030549
ABCD2	225	0.012396293515339494	0.018560732512269168	0.011423829793930054	0.020676514711230994	0.018805879293940963	0.026362077115336432	0.023664546830113976	0.018841
ABCD3	5825	0.004859154880978167	0.00726677562808618	0.002446091240271926	0.007252635546028614	0.0414294714294374	0.007694211986963637	0.0032598472107201815	0.010601
ABCD4	5826	0.9571036973455921	0.06869692219886929	0.03690053223632276	0.014655493889003992	0.04406260270625353	0.04736042750650085	0.031130696358159186	0.171416
ABCE1	6059	0.007215769696049392	0.004341813242062926	0.0041353581100702285	0.009007231947034598	0.009958772785030306	0.006719935018918477	0.005176493518520147	0.006651
ABCF1	23	0.15839757111854852	0.04986964255338535	0.04614349420182407	0.033748050569556653	0.014772953023202718	0.02526208546536509	0.012998301228508353	0.048742
ABCF2	10061	0.12551041265018284	0.011753188986331225	0.005288090836256742	0.00303548211697489	0.003857207274995744	0.008903394112712704	0.0050048463139683004	0.023336
ABCF3	55324	0.07552993925753981	0.037017408984247595	0.04285830308683217	0.038597375070676204	0.032416661800816655	0.06262922224239446	0.049854984616395086	0.048415
ABCG1	9619	0.7880530505580827	0.355072836689651	0.3045459495577961	0.18149071466643363	0.31512014314997944	0.3436456436634762	0.3010597036103718	0.369855
ABCG2	9429	0.03983659363817424	0.23826378839323298	0.08026435106992721	0.35835892605595293	0.11110827710479498	0.11922524290217552	0.1365643238951452	0.154803
ABCG4	64137	0.07366069168783725	0.01894210600759834	0.01086544593796134	0.010198397585190833	0.03823394775390625	0.017018272694549523	0.010293631439562887	0.025602
ABCG5	64240	0.5237193169584498	0.4835165332420729	0.2898865941725671	0.14855907164514065	0.2191546065127477	0.24090974716644267	0.3171169161773287	0.317552
ABCG8	64241	0.4683831528155133	0.5171184084797278	0.46883757282048466	0.910569698694162	0.5607993388921022	0.4705371544638183	0.5765507742366753	0.567542
ABHD1	84696	0.3057581764040515	0.22584015320288017	0.19238886541686953	0.18660858506336808	0.16238696566317232	0.16607111751567571	0.17097803458571434	0.201433
ABHD10	55347	0.02718143899459392	0.007077053531538695	0.0021726467926055193	0.004471312463283539	0.0017057687230408191	0.0056583701155614105	0.008243789342232048	0.008073
ABHD11-AS1	171022	5.733944848179817E-4	0.0	0	6.172839552164078E-4	0.0	0.0	0	0.000170
ABHD12	26090	0.9376793161034584	0.7050994270900265	0.6787183017563074	1.8684423408377915	0.9589519262081012	0.9737204602721613	0.5068579472368583	0.947067
ABHD12B	145447	0.2629166730539873	0.29153361917007714	0.20217791128903628	0.11439353598747402	0.36373722536023706	0.208326742213103	0.2549747161963023	0.242580
ABHD13	84945	0.004304508999921381	0.005616399205755442	0.0015300542954355479	0.005355807477608323	0.0011866541858762502	0.003206453214515932	0.0023394036199897526	0.003363
ABHD14A	25864	0.12194836506154388	0.026314800400286914	0.021568362871184944	0.01102996177971363	0.06345606694929301	0.044201103337691165	0.026745505596045403	0.045038
ABHD14A-ACY1	100526760	0.09920222632121295	0.050300296540372075	0.033255780106410386	0.018361675129272045	0.03321321975905448	0.05665087092726026	0.026183720144908874	0.045310
ABHD14B	84836	0.05535308137536049	0.01051559890853241	0.0025203727185726167	0.0026998554961755873	0.015318076605908573	0.016159329393412917	0.008224556900095194	0.015827
ABHD15	116236	0.036800865954719486	0.06483692948939279	0.16921137135475875	0.011332423533312977	0.09840446179267019	0.1424306409538258	0.04081986717879772	0.080548
ABHD16A	7920	0.025684183510020376	0.008096064373385161	0.028410951057448983	0.02771520420908928	0.005875783259980381	0.008008635707665235	0.010215800195001066	0.016287
ABHD16B	140701	0.11865330551285297	0.17862802025629207	0.10926383228041231	0.24535813516471536	0.19446758652571589	0.16491986436594744	0.21012706857873126	0.174488
ABHD17A	81926	0.13179690700490027	0.024907234020065516	0.015530823636800051	0.07814841233659536	0.032308950554579496	0.03844250611378811	0.008143289806321263	0.047040
ABHD17B	51104	0.0032146278256550433	8.06585440877825E-4	1.0164667852222919E-4	0.013862391272559761	1.352311111986637E-4	0.0011704761342843995	5.805608141236007E-4	0.002839
ABHD17C	58489	0.5073376621771604	0.003637537455651909	8.156066574156284E-4	0.002828132677823305	0.0011875631660223007	0.0023307068436406553	7.190104085020721E-4	0.074122
ABHD18	80167	0.09788609905634076	0.017308573639020323	0.012689883876591921	0.030667803972028194	0.0018320521945133805	0.006356352326110937	0.0035316936252638696	0.024325
ABHD2	11057	0.015077790529467165	0.004818651271052659	0.0011189413350075484	0.008866996425203978	0.0189723433740437	0.0021839595364872367	0.001692448437679559	0.007533
ABHD3	171586	0.020923017193563282	0.004289786776062101	0.001482279310002923	0.004017904987558722	0.01732548583764583	0.0051051361404825	0.006449446065817028	0.008513
ABHD4	63874	0.005155633450485766	0.006188189066015184	0.008733815886080265	0.006739727803505957	0.0069600881123915315	0.0044094656984088945	0.005603378936648369	0.006256
ABHD5	51099	0.02095750500448048	0.008737379449885339	0.01069204842671752	0.010638664835132658	0.00734322058968246	0.014792036235448905	0.015261951298452914	0.012632
ABHD8	79575	0.24199262047652156	0.0442311853938736	0.07358271893113852	0.14733322608750313	0.15534234172664582	0.08047692957916297	0.040992811592295765	0.111993
ABI1	10006	0.01397730334661901	0.008633259132038803	0.0023631674610078337	0.010662560928612947	0.005159187773242593	0.007583473559934646	0.005987898749299348	0.007767
ABI2	10152	0.007315373350866139	0.005811464157886803	0.0032847882993519307	0.0057739982753992085	0.006003263364546001	0.005422490412602201	0.003523465599864721	0.005305
ABI3	51225	0.02213437519967556	0.007858978395815938	0.009283774811774493	0.00641953447367996	0.012439581812359393	0.01055279724416323	0.007839463546406477	0.010933
ABI3BP	25890	0.7657449205219745	0.39088474369142207	0.5644633387308567	0.7141257770359516	0.41289887762628497	0.4869477716775145	0.643727937634103	0.568399
ABL1	25	0.08189838219434023	0.04512232025386766	0.08511315578594804	0.01665610616095364	0.06075700785964727	0.0461290871334495	0.020822464539669454	0.050928
ABL2	27	0.15214654606301337	0.07022522901184856	0.09609669663012027	0.04812670409679413	0.10787577217910439	0.11425863925076556	0.15850206154165788	0.106747
ABLIM2	84448	0.24545554828830063	0.14565840665483848	0.08363010006956756	0.2979372562980279	0.153954808707349	0.0665667722345097	0.01426226201467216	0.143924
ABLIM3	22885	0.04787193034309894	0.020234892866574226	0.054998856093734505	0.01704064950812608	0.031577965477481484	0.033557706783758474	0.04310769848059863	0.035484
ABO	28	0.8917192789260298	1.3509097437001765	1.1097842044103892	0.8949404269317165	0.9704508448764682	0.9448531669419026	0.952451522666961	1.016444
ABRA	137735	0.019653524565510453	0.022755706529133023	0.04284617140889168	0.014837482878938317	0.06706577296834439	0.03554119529377203	0.06245696338592097	0.037880
ABRACL	58527	8.840029314160347E-4	0.0010155062610283493	0.001118665635585785	6.397734303027391E-4	8.97021871060133E-5	8.491495705675333E-4	7.252750312909484E-4	0.000760
ABRAXAS1	84142	0.3888416314125061	0.699327421921771	0.38794064863584937	0.9393086970224976	0.5653436119761318	0.48039087601646313	0.5547102625877597	0.573695
ABRAXAS2	23172	0.0029473440814763306	0.00418701512273401	0.0013215310964733362	0.0038901399681344627	0.0013021082477644086	0.004247434715507552	0.011099121598526836	0.004142
ABT1	29777	0.03840528695378453	0.01107610325794667	0.008448808630928397	0.0042774373712018135	0.0028786928951740265	0.003869991825777106	0.002873134973924607	0.010261
ABTB1	80325	0.01246878171339631	0.01580169745720923	0.006895866161212325	0.014854641975834965	0.015776639911346136	0.020790849913610146	0.02359833868453279	0.015741
ABTB2	25841	0.04403220877051353	0.02225333920214325	0.016741521544754504	0.021002090102992952	0.0327882159082219	0.03732500006444752	0.020696710611227898	0.027834
AC000036.4	105373100	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC000124.1	100506682	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC002116.7	101927572	0.0	0	0	0	0	2.6020221994258464E-5	0	0.000004
AC002454.1	101927497	1.1454753577709198E-4	0.0012077295035123824	0.0	0.0	0.0	0.0	0	0.000189
AC002463.3	101928012	0.0012602329161018134	0.001193317398428917	0.0	0.0	2.8620492666959764E-4	7.324543595314026E-4	0	0.000496
AC002480.2	401312	4.612242430448532E-4	0.0	0.0	6.16522803902626E-4	0.0	0.0	0	0.000154
AC003958.2	100505782	0.0	0.0	0.0	0.0	0.0	6.672004237771035E-5	0.0	0.000010
AC003984.1	101927378	0.08163265228271484	0.005980861186981201	0.0	0.0	0.0	6.697026547044515E-5	0	0.012526
AC004019.13	101929372	0	0.001193317398428917	0	8.484875410795212E-4	0	2.0002666860818863E-4	2.927781455218792E-4	0.000362
AC004540.5	441204	1.1452130042016506E-4	0.001193317398428917	0.0	0.0	0.0	0.0	0	0.000187
AC004593.3	102724484	0.005507113337516785	0	0	0	0	0	0	0.000787
AC005062.2	101927668	2.2906883619725705E-4	0.0011990407854318619	0.0	0.005563187636435032	3.1426776200532913E-4	6.671113893389701E-5	0	0.001053
AC005083.1	100506098	0.0	0.0	0.0	0.0	2.8636883944272996E-4	0.0	0	0.000041
AC005307.3	100420587	3.4387894906103613E-4	0.0	0.0	0.0	0.0	6.669179350137711E-4	0	0.000144
AC005532.5	101927354	0.17576920423656703	0.5119331741333008	0.3841059494018555	0.5740049743652343	0.43581661224365237	0.41867260324768724	0	0.357186
AC005550.3	105375166	1.1454753577709198E-4	0	0	0	0	0	0	0.000016
AC005562.1	107133515	0.011262337220832705	0.0017747573275119066	0.0018746284395456314	0.002595498263835907	0.061051262021064756	6.435392680577933E-4	5.74324494227767E-4	0.011397
AC005808.3	105372672	1.1457378976047039E-4	0.0	0.0	0.0	0.0	0.0	0	0.000016
AC006042.7	100505921	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
