Gene	EntrezId	AFR	AMR	ASJ	EAS	FIN	NFE	SAS	Mean
A1BG	1	0.12956160250119864	0.03861870339605957	0.17384317724965512	0.03340405810624361	0.18288669789209963	0.10804593041248153	0.14918742003617808	0.116507
A1BG-AS1	503538	6.862476002424955E-5	6.016847211867571E-5	0.0	6.16522803902626E-4	0.0	4.527491983026266E-5	3.825261956080794E-5	0.000118
A1CF	29974	0.11133950151968747	0.034374240024480966	0.005240209549665451	0.010381247592158615	0.003197152679786086	0.014826698738033883	0.01024471377255395	0.027086
A2M	2	0.5734336201613769	0.666259683012031	0.45303079755976794	0.14080325410701333	0.5413491443684325	0.5416803471546154	0.39843376668402924	0.473570
A2M-AS1	144571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
A2ML1	144568	1.5877120660059154	1.8644942972809075	1.856938997451216	1.82825861973688	1.6269402329204603	1.7172557839989895	1.7371405508648605	1.745534
A2MP1	3	0.0	0.0	0.0	0.0	0.0	1.332800183445215E-4	0	0.000019
A3GALT2	127550	0.03462816352955997	0.014976891742553561	0.03975713521242142	0.005488894162699581	0.011379354316741228	0.026562694138265217	0.014863818716257811	0.021094
A4GALT	53947	0.023975509363226594	0.0039103978616185486	3.0624976381659507E-4	0.009859555354341864	0.0013367327256128192	0.003362117178039625	0.004411765374243259	0.006737
A4GNT	51146	0.02854407936800271	0.008878425953444093	0.0022546024434268474	0.0027627362636849285	0.010645049717277288	0.008813032808830031	0.03704114051302895	0.014134
AAAS	8086	0.038566836905665695	0.016486951773986222	0.01931019313633442	0.013683945485390724	0.009378078817389906	0.007608317286358215	0.006049791269470006	0.015869
AACS	65985	0.05886676791124046	0.013911808948032558	0.0337599041685462	0.016454492569901048	0.0035108202416449783	0.007785512747941539	0.01401751241646707	0.021187
AACSP1	729522	0.013417431116104127	0.002386634796857834	0.0	0.0012360939383506775	5.724098533391953E-4	1.9976029172539712E-4	0	0.002545
AADAC	13	0.7665525711188093	0.762963503303472	0.8166717933490872	0.5983962164726109	0.6700830219918862	0.7940201429923763	0.7871010374417529	0.742255
AADACL2	344752	0.01807729960884899	0.003312862154562026	0.027524797283113002	0.009464070997200907	0.001678700433112681	0.0029327658505644647	0.00805067307781428	0.010149
AADACL3	126767	0.4816495748003945	0.8457156336936168	0.7729612397029996	0.642224400783889	0.8131885261368006	0.8361510922946036	0.7605596569459885	0.736064
